RepRapFirmware height map file v2 generated at 2021-06-03 09:13, min error -0.012, max error 0.081, mean 0.035, deviation 0.024
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,270.00,30.00,270.00,-1.00,40.00,40.00,7,7
  0.068,  0.066,  0.071,  0.062,  0.062,  0.071,  0.074
  0.051,  0.039,  0.038,  0.024,  0.018,  0.030,  0.028
  0.049,  0.036,  0.037,  0.014,  0.004,  0.012,  0.013
  0.036,  0.021,  0.019,  0.000, -0.012,  0.005,  0.005
  0.048,  0.024,  0.013, -0.001, -0.004,  0.012,  0.028
  0.058,  0.040,  0.029,  0.016,  0.012,  0.029,  0.046
  0.077,  0.060,  0.058,  0.047,  0.040,  0.061,  0.081
