Sample,X,Y,Z
170,-0.125,-0.766,0.777
171,0.043,-0.965,0.742
172,0.191,-0.902,0.828
173,0.039,-0.918,0.496
174,0.012,-1.102,0.359
175,-0.109,-0.809,0.344
176,-0.020,-1.117,0.309
177,0.129,-0.863,0.562
178,0.098,-1.027,0.422
179,0.004,-0.906,0.320
180,-0.043,-0.863,0.289
181,-0.105,-1.000,0.086
182,-0.023,-0.988,0.227
183,0.051,-0.945,0.422
184,0.000,-0.930,0.430
185,0.082,-0.930,0.613
186,-0.008,-0.953,0.570
187,-0.070,-1.059,0.520
188,-0.035,-0.828,0.688
189,0.121,-0.941,0.812
190,0.102,-0.840,0.785
191,-0.051,-0.836,0.465
192,-0.141,-0.879,0.105
193,-0.078,-0.930,0.109
194,-0.004,-0.957,0.008
195,0.062,-0.973,-0.062
196,0.000,-0.898,-0.098
197,-0.117,-0.910,-0.348
198,0.051,-1.008,-0.348
199,0.035,-0.973,-0.480
200,0.105,-1.102,-0.535
201,0.082,-1.055,-0.566
202,0.074,-1.094,-0.469
203,-0.008,-1.020,-0.355
204,0.008,-0.891,-0.016
205,0.066,-0.797,0.184
206,0.027,-0.871,0.113
207,0.043,-0.922,0.172
208,-0.082,-0.980,-0.020
209,-0.023,-0.953,0.223
210,-0.027,-0.809,0.363
211,-0.012,-1.047,0.309
212,0.043,-0.859,0.613
213,-0.082,-0.832,0.551
214,-0.094,-0.922,0.402
215,-0.023,-0.871,0.395
216,-0.066,-1.043,0.117
217,-0.047,-0.957,0.047
218,0.000,-0.887,0.051
219,-0.012,-0.926,-0.020
220,-0.051,-0.965,-0.148
221,0.004,-0.875,-0.145
222,0.012,-1.008,-0.277
223,0.059,-0.996,-0.355
224,0.039,-0.988,-0.328
225,0.039,-0.980,-0.332
226,0.086,-0.820,-0.148
227,0.227,-1.074,-0.156
228,0.117,-1.031,-0.172
229,-0.008,-1.020,-0.148
230,-0.070,-0.863,-0.012
231,0.086,-0.973,0.199
232,0.102,-0.945,0.254
233,-0.043,-0.953,0.188
234,-0.074,-0.852,0.289
235,-0.172,-0.770,0.277
236,-0.078,-0.973,0.297
237,-0.008,-0.895,0.316
238,0.000,-1.035,0.199
239,-0.109,-0.914,0.137
240,-0.141,-0.980,0.113
241,-0.109,-0.895,0.125
242,-0.035,-0.766,0.211
243,0.086,-0.891,0.090
244,0.051,-0.938,-0.129
245,0.000,-1.094,-0.336
246,-0.148,-1.016,-0.461
247,0.016,-0.969,-0.195
248,0.215,-0.930,0.066
249,0.180,-1.000,0.039
250,-0.043,-0.766,-0.133
251,-0.113,-1.004,-0.367
252,0.082,-0.965,-0.168
253,0.199,-1.113,-0.043
254,0.059,-1.016,-0.023
255,-0.082,-0.805,0.027
256,-0.047,-0.902,0.090
257,0.090,-0.930,0.254
258,0.125,-1.082,0.277
259,-0.141,-0.738,0.090
260,-0.082,-0.965,0.078
261,0.020,-0.879,0.141
262,0.145,-1.078,0.191
263,0.047,-0.930,0.125
264,-0.148,-0.848,0.012
265,-0.031,-0.863,0.043
266,-0.031,-0.863,0.043
267,0.164,-1.062,0.082
268,0.047,-1.070,0.035
269,-0.156,-0.777,-0.020
270,-0.039,-0.832,0.035
271,0.016,-0.926,-0.145
272,0.062,-1.109,-0.188
273,-0.059,-0.949,-0.238
274,-0.176,-0.910,-0.277
275,-0.004,-0.934,-0.129
276,0.113,-1.039,0.023
277,0.082,-1.020,0.098
278,-0.176,-0.758,-0.094
279,-0.039,-0.992,-0.043
280,0.027,-0.934,-0.051
281,0.105,-1.109,-0.055
282,0.043,-0.809,0.172
283,-0.020,-0.906,0.090
284,0.020,-0.973,0.051
285,0.105,-1.016,0.207
286,0.094,-0.895,0.359
287,-0.023,-0.660,0.297
288,-0.016,-0.977,0.016
289,-0.039,-1.000,-0.145
290,-0.039,-1.000,-0.145
291,0.133,-1.059,-0.070
292,-0.023,-0.930,-0.105
293,-0.004,-1.000,-0.090
294,0.020,-0.934,-0.023
295,0.020,-0.914,0.031
296,0.043,-0.906,0.027
297,-0.039,-0.961,-0.223
298,-0.023,-1.117,-0.258
299,-0.117,-0.809,-0.195
300,0.039,-0.926,0.008
301,0.020,-0.832,-0.020
302,0.055,-1.086,-0.047
303,-0.039,-0.934,-0.098
304,-0.043,-1.023,-0.023
305,0.016,-0.887,0.145
306,-0.039,-0.805,0.133
307,0.141,-0.949,0.211
308,0.020,-0.992,0.027
309,-0.039,-1.012,-0.051
310,-0.125,-0.840,-0.051
311,0.047,-0.953,0.160
312,0.086,-0.906,0.285
313,-0.020,-1.043,0.020
314,-0.020,-1.043,0.020
315,-0.148,-0.793,0.066
316,-0.172,-0.801,-0.020
317,0.074,-1.070,-0.047
318,0.098,-1.016,0.004
319,-0.043,-1.004,-0.176
320,-0.191,-0.812,-0.172
321,0.078,-0.980,-0.023
322,0.113,-1.070,-0.004
323,0.094,-1.023,0.035
324,-0.035,-0.766,0.043
325,-0.102,-0.926,-0.156
326,0.055,-0.973,-0.078
327,0.059,-1.027,-0.031
328,0.031,-0.910,0.047
329,-0.039,-0.852,0.008
330,0.012,-0.945,-0.012
331,0.023,-1.047,0.000
332,0.023,-1.023,0.062
333,-0.074,-0.824,0.051
334,-0.043,-0.875,0.160
335,0.023,-0.770,0.145
336,-0.078,-0.883,-0.180
337,-0.074,-0.930,-0.430
338,-0.156,-0.980,-0.695
339,0.039,-1.062,-0.551
340,-0.004,-1.109,-0.785
341,-0.160,-0.816,-0.656
342,-0.109,-0.680,-0.680
343,0.043,-0.984,-0.887
344,0.090,-1.184,-1.047
345,-0.066,-1.039,-1.180
346,-0.230,-0.934,-1.195
347,0.082,-1.020,-0.809
348,0.176,-1.023,-0.613
349,0.016,-0.965,-0.645
350,-0.102,-0.887,-0.574
351,-0.070,-0.922,-0.539
352,-0.004,-0.980,-0.340
353,0.105,-1.043,-0.172
354,-0.047,-0.738,-0.066
355,-0.062,-0.867,-0.156
356,-0.043,-0.906,-0.184
357,0.055,-1.016,-0.148
358,-0.012,-0.875,-0.121
359,-0.094,-0.836,-0.250
360,0.035,-0.938,-0.121
361,0.059,-0.867,-0.180
362,-0.141,-1.012,-0.617
363,-0.004,-0.930,-0.434
364,-0.023,-1.012,-0.582
365,-0.008,-1.086,-0.609
366,-0.027,-0.824,-0.527
367,-0.062,-0.941,-0.738
368,-0.047,-0.926,-0.805
369,-0.055,-1.008,-0.918
370,-0.129,-0.910,-0.918
371,-0.008,-0.949,-0.793
372,0.047,-1.000,-0.688
373,0.066,-1.066,-0.625
374,0.008,-0.953,-0.570
375,0.035,-0.922,-0.453
376,0.059,-1.020,-0.418
377,-0.020,-0.988,-0.395
378,-0.086,-0.871,-0.324
379,-0.031,-0.805,-0.145
380,0.039,-0.902,-0.074
381,0.016,-0.973,-0.125
382,-0.145,-0.918,-0.293
383,-0.105,-0.887,-0.277
384,-0.035,-0.961,-0.180
385,0.008,-0.969,-0.305
386,-0.125,-0.828,-0.367
387,-0.156,-0.801,-0.527
388,0.023,-0.902,-0.590
389,0.035,-1.191,-0.801
390,-0.043,-1.113,-0.820
391,-0.074,-0.781,-0.727
392,0.031,-0.949,-0.621
393,0.180,-0.941,-0.621
394,0.090,-1.082,-0.766
395,-0.059,-1.012,-0.828
396,-0.094,-0.875,-0.770
397,0.047,-1.020,-0.582
398,0.188,-0.906,-0.344
399,-0.027,-0.852,-0.488
400,0.004,-0.988,-0.426
401,-0.004,-0.938,-0.473
402,-0.027,-1.117,-0.434
403,0.031,-0.816,-0.102
404,0.051,-0.812,-0.043
405,-0.055,-0.848,-0.285
406,-0.012,-1.055,-0.277
407,-0.172,-1.062,-0.551
408,-0.281,-0.816,-0.535
409,0.027,-0.734,-0.168
410,0.230,-0.922,-0.059
411,0.094,-1.086,-0.449
412,-0.270,-1.141,-0.910
413,-0.371,-0.980,-0.914
414,-0.105,-0.777,-0.445
415,0.328,-0.914,0.047
416,0.406,-1.066,0.035
417,-0.113,-1.168,-0.520
418,-0.352,-0.922,-0.477
419,-0.086,-0.719,0.059
420,0.453,-1.023,0.617
421,0.453,-1.094,0.641
422,-0.184,-0.918,0.012
423,-0.492,-0.586,-0.125
424,0.074,-0.828,0.387
425,0.555,-1.273,0.660
426,0.070,-1.000,0.344
427,-0.520,-0.566,-0.070
428,-0.102,-0.684,0.133
429,0.461,-1.305,0.238
430,0.055,-1.320,-0.234
431,-0.457,-0.684,-0.340
432,-0.184,-0.617,-0.016
433,0.289,-1.121,-0.023
434,0.137,-1.309,-0.309
435,-0.258,-0.902,-0.441
436,-0.223,-0.656,-0.203
437,0.172,-0.949,-0.047
438,0.168,-1.281,-0.160
439,-0.098,-0.977,-0.172
440,-0.133,-0.570,0.090
441,0.059,-0.793,0.160
442,0.176,-1.223,0.023
443,0.086,-1.094,0.043
444,-0.062,-0.723,0.184
445,-0.008,-0.812,0.184
446,0.180,-1.129,0.203
447,0.148,-1.031,0.230
448,-0.055,-0.750,0.109
449,-0.129,-0.812,-0.039
450,-0.020,-1.070,-0.125
451,0.105,-1.094,-0.023
452,0.027,-0.867,0.020
453,-0.102,-0.836,-0.082
454,-0.062,-0.953,-0.109
455,0.074,-1.031,-0.066
456,0.051,-0.953,-0.055
457,-0.105,-0.918,-0.188
458,-0.043,-0.984,-0.109
459,0.082,-0.996,0.012
460,0.031,-0.891,0.117
461,-0.027,-0.848,0.102
462,-0.023,-0.918,0.055
463,0.023,-0.977,0.031
464,0.027,-0.957,0.047
465,-0.031,-0.914,0.023
466,-0.023,-0.895,0.062
467,0.047,-0.953,0.133
468,0.051,-0.969,0.121
469,0.000,-0.945,0.035
470,-0.035,-0.949,-0.047
471,0.004,-0.977,-0.035
472,0.055,-0.980,-0.023
473,0.008,-0.934,-0.051
474,-0.059,-0.895,-0.090
475,-0.039,-0.906,-0.070
476,0.031,-0.957,-0.035
477,0.035,-0.973,-0.012
478,0.000,-0.918,0.016
479,-0.012,-0.910,0.031
480,0.051,-0.926,0.094
481,0.043,-0.961,0.117
482,0.043,-0.961,0.117
483,0.004,-0.949,0.086
484,-0.043,-0.934,0.031
485,0.027,-0.957,0.004
486,0.023,-0.949,0.066
487,0.004,-0.953,0.070
488,-0.008,-0.930,0.055
489,-0.008,-0.934,0.027
490,-0.004,-0.969,-0.016
491,-0.023,-0.961,-0.027
492,-0.047,-0.930,-0.055
493,-0.035,-0.914,-0.012
494,0.016,-0.941,0.020
495,0.023,-0.973,0.023
496,-0.008,-0.945,0.008
497,-0.016,-0.902,0.004
498,0.000,-0.922,0.008
499,0.039,-0.957,0.020
500,0.004,-0.961,0.004
501,-0.020,-0.918,0.008
502,-0.004,-0.926,0.055
503,0.027,-0.961,0.098
504,0.035,-0.953,0.105
505,0.008,-0.941,0.066
506,-0.020,-0.922,0.027
507,0.004,-0.957,-0.016
508,0.000,-0.965,0.023
509,-0.035,-0.941,-0.023
510,-0.039,-0.938,-0.020
511,-0.012,-0.949,0.004
512,0.000,-0.965,0.020
513,-0.012,-0.941,0.035
514,-0.016,-0.922,0.039
515,-0.012,-0.938,0.023
516,0.000,-0.957,0.008
517,-0.012,-0.945,0.008
518,-0.020,-0.922,0.020
519,-0.012,-0.918,0.039
520,0.012,-0.938,0.070
521,0.020,-0.938,0.078
522,0.000,-0.945,0.035
523,0.000,-0.938,0.047
524,0.012,-0.953,0.047
525,0.008,-0.957,0.031
526,-0.012,-0.941,0.008
527,-0.031,-0.934,0.004
528,-0.016,-0.934,0.051
529,-0.004,-0.953,0.062
530,-0.023,-0.949,0.043
531,-0.004,-0.918,-0.004
532,-0.023,-0.938,0.027
533,-0.039,-0.957,0.000
534,-0.008,-0.961,0.000
535,-0.016,-0.945,0.008
536,-0.023,-0.922,0.039
537,-0.008,-0.930,0.051
538,-0.004,-0.949,0.066
539,-0.004,-0.953,0.066
540,-0.008,-0.918,0.059
541,0.000,-0.934,0.031
542,0.000,-0.957,0.023
543,-0.004,-0.965,-0.004
544,-0.016,-0.953,0.012
545,-0.016,-0.918,0.047
546,0.004,-0.930,0.066
547,0.023,-0.938,0.066
548,0.008,-0.961,0.027
549,-0.016,-0.938,0.004
550,-0.008,-0.934,-0.008
551,0.004,-0.965,-0.008
552,0.023,-0.949,-0.012
553,-0.008,-0.914,0.059
554,-0.008,-0.914,0.059
555,-0.020,-0.938,0.020
556,0.031,-0.949,0.082
557,-0.008,-0.980,0.059
558,-0.004,-0.953,0.020
559,-0.027,-0.930,0.035
560,-0.012,-0.926,0.043
561,-0.004,-0.949,0.027
562,-0.016,-0.949,0.012
563,-0.020,-0.922,0.031
564,-0.012,-0.930,0.047
565,0.000,-0.934,0.039
566,0.008,-0.941,0.043
567,0.000,-0.949,0.023
568,0.000,-0.938,0.000
569,-0.016,-0.945,-0.016
570,-0.004,-0.941,-0.023
571,-0.004,-0.945,0.004
572,0.008,-0.934,0.039
573,0.020,-0.953,0.035
574,0.008,-0.934,0.039
575,0.000,-0.938,0.008
576,0.004,-0.938,0.016
577,0.008,-0.953,0.051
578,0.008,-0.945,-0.004
579,-0.012,-0.945,0.016
580,-0.020,-0.926,-0.020
581,0.039,-0.934,0.062
582,0.004,-0.945,0.051
583,0.000,-0.945,0.035
584,-0.020,-0.922,0.000
585,-0.012,-0.930,0.004
586,-0.008,-0.949,-0.004
587,-0.004,-0.938,-0.008
588,-0.016,-0.930,-0.023
589,-0.004,-0.957,-0.008
590,0.012,-0.957,0.016
591,0.027,-0.961,0.027
592,0.008,-0.930,0.031
593,0.016,-0.938,0.020
594,0.023,-0.949,-0.004
595,0.004,-0.949,-0.016
596,-0.004,-0.941,-0.008
597,0.000,-0.918,0.012
598,0.008,-0.938,0.027
599,0.012,-0.930,0.027
600,0.000,-0.965,0.004
601,-0.008,-0.934,-0.020
602,0.012,-0.938,0.000
603,-0.016,-0.938,-0.004
604,-0.016,-0.930,-0.027
605,-0.012,-0.949,-0.043
606,-0.012,-0.934,-0.008
607,0.000,-0.945,0.004
608,0.012,-0.934,0.027
609,0.008,-0.949,0.004
610,0.008,-0.930,0.012
611,0.000,-0.938,-0.016
612,0.012,-0.957,-0.012
613,0.004,-0.930,-0.008
614,0.004,-0.941,-0.004
615,0.004,-0.922,0.020
616,0.016,-0.941,0.027
617,0.012,-0.949,0.027
618,0.008,-0.938,0.020
619,0.012,-0.938,-0.004
620,0.004,-0.945,-0.020
621,0.000,-0.949,-0.027
622,-0.008,-0.941,-0.031
623,-0.004,-0.938,-0.012
624,0.000,-0.941,0.023
625,0.023,-0.949,0.047
626,0.012,-0.949,-0.004
627,0.000,-0.941,0.008
628,0.000,-0.953,-0.035
629,0.004,-0.945,-0.023
630,0.004,-0.930,0.000
631,-0.008,-0.934,0.004
632,0.000,-0.938,0.008
633,0.008,-0.938,0.020
634,0.016,-0.957,-0.004
635,0.004,-0.938,0.004
636,0.000,-0.941,0.008
637,0.000,-0.934,-0.004
638,0.008,-0.941,-0.012
639,-0.008,-0.945,-0.016
640,-0.004,-0.953,-0.008
641,0.000,-0.945,-0.004
642,0.004,-0.949,0.008
643,0.008,-0.945,0.012
644,0.012,-0.949,0.016
645,0.008,-0.953,-0.008
646,-0.004,-0.941,-0.016
647,-0.012,-0.938,-0.016
648,-0.008,-0.934,0.012
649,-0.008,-0.949,-0.004
650,0.020,-0.926,0.051
651,0.020,-0.945,0.039
652,-0.008,-0.930,-0.016
653,-0.016,-0.953,-0.016
654,0.004,-0.945,-0.020
655,0.004,-0.941,0.000
656,-0.004,-0.945,-0.004
657,-0.008,-0.934,-0.004
658,-0.008,-0.949,0.004
659,0.004,-0.938,0.023
660,0.012,-0.949,0.023
661,0.000,-0.957,0.004
662,-0.004,-0.938,0.012
663,-0.004,-0.930,-0.004
664,0.004,-0.938,0.020
665,-0.004,-0.949,0.000
666,-0.004,-0.945,0.012
667,-0.004,-0.934,0.008
668,0.000,-0.934,0.035
669,0.008,-0.945,0.043
670,0.004,-0.934,0.020
671,-0.012,-0.930,0.004
672,-0.020,-0.941,0.008
673,0.004,-0.926,0.012
674,0.000,-0.957,-0.035
675,-0.008,-0.934,0.004
676,-0.008,-0.926,0.086
677,-0.004,-0.949,0.023
678,0.004,-0.953,0.027
679,-0.008,-0.953,0.008
680,-0.012,-0.934,-0.004
681,-0.004,-0.945,-0.004
682,0.000,-0.938,0.004
683,-0.004,-0.938,0.016
684,-0.008,-0.941,0.031
685,-0.008,-0.930,0.035
686,0.004,-0.941,0.043
687,-0.004,-0.953,0.023
688,-0.012,-0.938,0.016
689,-0.016,-0.934,-0.008
690,0.004,-0.949,0.012
691,-0.004,-0.949,0.008
692,-0.012,-0.945,0.027
693,-0.012,-0.930,0.031
694,-0.004,-0.938,0.027
695,0.012,-0.961,0.031
696,-0.020,-0.945,-0.004
697,-0.020,-0.934,0.020
698,0.008,-0.949,0.027
699,0.000,-0.941,-0.027
700,0.008,-0.953,0.027
701,-0.016,-0.918,0.051
702,-0.012,-0.934,0.039
703,0.008,-0.953,0.035
704,0.000,-0.949,0.031
705,-0.012,-0.938,0.020
706,-0.008,-0.934,0.016
707,-0.012,-0.949,0.012
708,-0.012,-0.945,0.016
709,-0.012,-0.945,0.027
710,-0.016,-0.934,0.023
711,-0.004,-0.930,0.043
712,0.000,-0.957,0.020
713,0.000,-0.934,0.035
714,-0.008,-0.938,0.012
715,-0.008,-0.949,0.000
716,-0.012,-0.945,0.020
717,-0.012,-0.941,0.012
718,-0.020,-0.934,0.027
719,-0.004,-0.945,0.035
720,0.000,-0.945,0.055
721,0.004,-0.934,0.059
722,-0.020,-0.938,-0.039
723,0.008,-0.934,0.027
724,-0.016,-0.930,0.027
725,-0.016,-0.938,0.023
726,-0.016,-0.934,0.004
727,-0.008,-0.941,0.027
728,0.000,-0.938,0.051
729,-0.004,-0.949,0.039
730,-0.012,-0.941,0.008
731,-0.008,-0.953,0.012
732,-0.012,-0.949,0.012
733,0.000,-0.945,0.016
734,-0.008,-0.938,0.023
735,-0.008,-0.938,0.035
736,0.000,-0.945,0.027
737,0.000,-0.949,0.020
738,-0.004,-0.941,0.031
739,0.000,-0.941,0.031
740,0.000,-0.934,0.027
741,-0.012,-0.945,0.012
742,-0.008,-0.941,0.008
743,-0.004,-0.945,0.016
744,0.000,-0.945,0.059
745,-0.020,-0.926,0.000
746,-0.008,-0.941,0.043
747,0.008,-0.953,0.016
748,0.020,-0.945,0.027
749,-0.027,-0.941,-0.004
750,-0.008,-0.941,0.004
751,0.012,-0.941,0.020
752,-0.004,-0.938,0.016
753,-0.008,-0.934,0.020
754,0.000,-0.930,0.047
755,0.004,-0.953,0.047
756,0.004,-0.945,0.012
757,0.000,-0.938,0.016
758,0.000,-0.930,0.016
759,-0.004,-0.949,0.016
760,-0.004,-0.945,0.004
761,-0.012,-0.926,0.004
762,-0.004,-0.930,0.027
763,0.016,-0.938,0.023
764,0.004,-0.961,0.016
765,0.000,-0.945,0.008
766,-0.004,-0.949,0.004
767,0.004,-0.934,0.012
768,-0.004,-0.941,-0.012
769,-0.012,-0.961,0.016
770,-0.023,-0.938,0.020
771,-0.004,-0.930,0.039
772,-0.012,-0.941,0.027
773,0.023,-0.949,0.000
774,0.004,-0.938,0.004
775,-0.004,-0.934,0.004
776,0.000,-0.941,0.000
777,0.012,-0.949,0.020
778,0.004,-0.941,0.016
779,-0.004,-0.930,0.016
780,0.004,-0.938,0.023
781,0.016,-0.953,0.016
782,0.000,-0.949,0.004
783,-0.012,-0.926,-0.008
784,0.008,-0.934,0.004
785,0.004,-0.945,0.000
786,0.004,-0.957,0.004
787,-0.004,-0.941,0.012
788,0.004,-0.930,0.020
789,0.020,-0.945,0.039
790,0.008,-0.949,0.008
791,0.004,-0.941,0.004
792,0.004,-0.941,0.020
793,0.016,-0.945,0.008
794,-0.012,-0.945,-0.004
795,0.008,-0.934,0.012
796,0.000,-0.945,0.016
797,0.000,-0.941,0.008
798,0.016,-0.949,0.012
799,0.016,-0.957,0.008
800,0.000,-0.941,-0.012
801,0.004,-0.938,0.000
802,0.008,-0.957,-0.004
803,-0.004,-0.938,0.004
804,0.000,-0.926,0.012
805,-0.004,-0.938,0.012
806,0.004,-0.945,0.020
807,0.016,-0.953,0.020
808,0.004,-0.953,-0.008
809,-0.004,-0.934,-0.012
810,0.004,-0.934,0.004
811,0.012,-0.934,0.020
812,-0.004,-0.945,0.008
813,0.008,-0.934,0.023
814,0.004,-0.949,0.000
815,0.020,-0.957,0.000
816,0.004,-0.953,-0.023
817,0.008,-0.922,-0.035
818,0.023,-0.934,0.027
819,0.000,-0.945,0.016
820,-0.012,-0.969,-0.027
821,-0.012,-0.957,-0.016
822,-0.004,-0.926,0.016
823,0.012,-0.945,0.027
824,0.008,-0.949,0.020
825,0.000,-0.934,0.012
826,-0.004,-0.934,0.004
827,0.000,-0.945,-0.020
828,-0.004,-0.941,0.004
829,0.000,-0.941,0.008
830,0.000,-0.945,0.004
831,0.004,-0.934,0.012
832,0.004,-0.949,0.012
833,0.004,-0.953,0.004
834,-0.004,-0.934,0.000
835,0.000,-0.941,0.008
836,0.000,-0.941,0.000
837,0.000,-0.941,0.012
838,-0.004,-0.938,0.000
839,-0.004,-0.930,0.016
840,0.000,-0.961,-0.020
841,0.016,-0.941,0.035
842,0.012,-0.941,0.027
843,-0.012,-0.938,0.012
844,0.016,-0.938,0.020
845,0.020,-0.941,0.004
846,-0.012,-0.945,0.012
847,-0.012,-0.930,0.004
848,0.000,-0.938,0.004
849,0.004,-0.934,0.016
850,0.008,-0.949,0.012
851,0.004,-0.941,0.000
852,0.000,-0.949,-0.004
853,-0.004,-0.941,0.004
854,0.004,-0.941,0.012
855,0.000,-0.926,0.008
856,-0.008,-0.941,0.008
857,0.000,-0.941,0.039
858,-0.008,-0.934,0.016
859,0.000,-0.949,0.012
860,-0.008,-0.934,0.020
861,-0.008,-0.941,0.004
862,0.000,-0.941,0.020
863,-0.004,-0.945,0.000
864,-0.004,-0.941,-0.008
865,-0.012,-0.938,0.031
866,-0.020,-0.945,0.012
867,0.012,-0.938,0.055
868,0.020,-0.934,-0.004
869,-0.008,-0.941,0.004
870,-0.008,-0.934,0.012
871,-0.008,-0.945,0.004
872,-0.016,-0.930,0.012
873,-0.008,-0.953,0.012
874,-0.008,-0.934,0.031
875,-0.004,-0.957,0.027
876,-0.004,-0.934,0.027
877,-0.004,-0.938,0.016
878,-0.008,-0.949,0.023
879,-0.012,-0.938,0.016
880,-0.020,-0.938,0.020
881,0.000,-0.938,0.020
882,-0.008,-0.949,0.023
883,-0.020,-0.934,0.012
884,-0.008,-0.938,0.023
