Sample,X,Y,Z
881,-0.016,-0.941,0.012
882,-0.004,-0.934,0.020
883,-0.016,-0.949,0.016
884,-0.012,-0.938,0.023
885,-0.012,-0.934,0.027
886,-0.008,-0.949,0.012
887,-0.004,-0.934,0.031
888,-0.012,-0.957,0.020
889,0.004,-0.922,0.008
890,0.000,-0.938,0.031
891,0.020,-0.949,0.031
892,-0.012,-0.934,0.039
893,-0.012,-0.945,0.027
894,-0.008,-0.930,0.027
895,0.000,-0.938,0.031
896,-0.008,-0.953,0.016
897,-0.008,-0.938,0.016
898,-0.012,-0.934,0.020
899,-0.016,-0.938,0.016
900,-0.012,-0.938,0.020
901,-0.008,-0.945,0.016
902,-0.016,-0.934,0.027
903,-0.016,-0.949,0.020
904,-0.004,-0.938,0.035
905,-0.008,-0.957,0.008
906,-0.016,-0.949,0.012
907,-0.004,-0.938,0.016
908,-0.012,-0.945,0.008
909,-0.008,-0.938,0.020
910,-0.004,-0.934,0.023
911,-0.008,-0.945,0.016
912,0.012,-0.949,0.055
913,-0.016,-0.934,0.012
914,0.023,-0.949,0.039
915,0.016,-0.949,0.016
916,-0.027,-0.945,0.020
917,-0.023,-0.918,-0.008
918,0.000,-0.961,0.012
919,-0.012,-0.945,0.008
920,-0.012,-0.938,0.031
921,-0.008,-0.949,0.016
922,0.012,-0.953,0.043
923,-0.004,-0.965,0.000
924,-0.012,-0.938,0.008
925,-0.004,-0.926,0.016
926,-0.004,-0.941,0.027
927,0.004,-0.938,0.027
928,-0.012,-0.945,0.008
929,0.000,-0.926,0.031
930,0.000,-0.938,0.023
931,0.000,-0.957,0.016
932,-0.012,-0.922,0.016
933,-0.012,-0.926,0.012
934,0.000,-0.945,0.012
935,0.004,-0.941,0.016
936,0.004,-0.949,-0.008
937,-0.039,-0.930,0.020
938,0.023,-0.941,0.035
939,0.023,-0.957,0.070
940,-0.008,-0.945,0.023
941,0.008,-0.953,-0.008
942,-0.004,-0.941,0.008
943,0.004,-0.945,0.020
944,0.000,-0.945,0.012
945,0.000,-0.930,0.023
946,0.000,-0.938,0.012
947,0.004,-0.945,0.031
948,0.004,-0.945,0.020
949,0.000,-0.941,0.016
950,-0.004,-0.938,0.020
951,-0.008,-0.949,0.000
952,-0.004,-0.938,0.012
953,-0.004,-0.938,0.016
954,0.000,-0.938,0.016
955,0.000,-0.945,0.016
956,0.008,-0.953,0.012
957,0.012,-0.941,0.012
958,-0.004,-0.941,0.000
959,0.004,-0.934,0.008
960,-0.004,-0.953,0.043
961,0.027,-0.938,0.000
962,-0.004,-0.938,0.023
963,0.000,-0.938,0.004
964,0.004,-0.941,0.035
965,0.027,-0.945,0.000
966,0.008,-0.934,0.004
967,0.000,-0.938,0.004
968,0.004,-0.934,0.020
969,0.004,-0.938,0.020
970,-0.004,-0.945,0.004
971,-0.004,-0.938,0.008
972,0.004,-0.938,0.012
973,0.000,-0.949,0.012
974,0.000,-0.934,0.016
975,0.008,-0.941,0.008
976,0.004,-0.941,-0.004
977,-0.004,-0.945,-0.008
978,-0.004,-0.930,0.020
979,0.012,-0.938,0.023
980,0.016,-0.941,0.016
981,0.004,-0.949,0.008
982,0.004,-0.941,0.012
983,0.004,-0.941,0.020
984,0.016,-0.957,0.043
985,0.000,-0.949,0.000
986,-0.012,-0.938,-0.004
987,0.008,-0.938,0.004
988,0.023,-0.934,0.023
989,0.020,-0.938,0.004
990,0.004,-0.949,0.000
991,0.000,-0.938,0.008
992,0.000,-0.945,-0.004
993,0.000,-0.941,0.012
994,0.008,-0.918,0.008
995,-0.004,-0.934,0.004
996,0.004,-0.938,0.008
997,0.008,-0.949,0.020
998,0.004,-0.934,0.012
999,0.004,-0.938,0.012
Rate 1345, overflows 0
